Database ID,Proposed date,Site,Field No.,Trench/location,Level/stratigraphy,Square/Locus,MNI,Age,Sex/gender,Disposal area,Burial type,"Construction, container, wrapping",Alignment (orientation),Body position,Vessels (pottery),Vessels (silicious),Vessels (metal),Vessels (stone),Jewellery,Pins,Weapons,Tools,Glyptic,Animal remains,Miscellaneous grave goods,Possible additional grave goods,Other excavator notes,Data source,Data collator notes,Site latitude,Site longitude,lng,lat
Sus324,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, going south (from the north) ",possibly at ca. 10 m depth,-,1,-,-,-,vessel,several vessels ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date; at a depth of 10 m, the layers are older in the south part than in the north part of the trench",Mecquenem 1930: 3,"date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus325-G,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, going south (from the north)",-,-,-,-,-,-,tomb,vaulted tomb ,-,-,inside tomb: a few terracotta vessels,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date; at a depth of 10 m, the layers are older in the south part than in the north part of the trench",Mecquenem 1930: 3,"date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus326-G,early/mid Sukkalmah,Susa,-,"Ville Royale sondage 1, seems to be at edge of mound",upper level ca. 7 m below surface; below Parthian jars,-,-,-,-,-,coffin,"overturned clay (""terracotta"") coffins ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""20th century"" BCE date [18th century BCE in current Middle Chronology]","Mecquenem 1930: 3; Wicks 2024, VR1S6","appears to be a cut right at the edge of the mound, see Mecquenem 1930, pl. VI","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus327-G,Susa IVA/IVB,Susa,-,"Ville Royale sondage 1, seems to be at edge of mound","lower level, 4 m below the upper level [at the base of which were ""20th century"" BCE coffins of database ID Sus326-G (18th century BCE in current Middle Chronology)]",-,-,-,-,-,vessel,vessels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"after crossing the mudbrick foundation of the Achaemenid city wall, excavations arrived at the old mound with the levels of ""Susa II"" [i.e., 3rd millennium BCE ""second painted pottery style""] and Naramsin indicated by vessel burials, burials ""on the ground"" and painted vessels, this is an archaic funerary mound on the edge of the tell, which could be about 20 m wide at the level reached",Mecquenem 1930: 4,"appears to be a cut right at the edge of the mound, see Mecquenem 1930, pl. VI","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus328-G,Susa IVA/IVB,Susa,-,"Ville Royale sondage 1, seems to be at edge of mound","lower level, 4 m below the upper level [at the base of which were ""20th century"" BCE coffins of database ID Sus326-G (18th century BCE in current Middle Chronology)]",-,-,-,-,-,pit,pits,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"after crossing the mudbrick foundation of the Achaemenid city wall, excavations arrived at the old mound with the levels of ""Susa II"" [i.e., 3rd millennium BCE ""second painted pottery style""] and Naramsin indicated by vessel burials, burials ""on the ground"" and painted vessels, this is an archaic funerary mound on the edge of the tell, which could be about 20 m wide at the level reached",Mecquenem 1930: 4,"appears to be a cut right at the edge of the mound, see Mecquenem 1930, pl. VI","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus329-G,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, near border of mound",-,-,-,-,-,-,tomb,vaulted tombs,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date; trench 2 m lower and slightly north of trench made on the border in the previous year to avoid problems with fill threatening the route to Nasseri","Mecquenem 1931, pl. 36 (trench plan)",database IDs Sus330-332 belong to this group composed of several vaulted tombs (total number too difficult to distinguish) marked on pl. 36 (trench plan); since only these three tombs are mentioned in Mecquenem 1931 (p. 3) it is possible that the rest were excavated prior to 1931,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus330,mid-Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",-,-,1,-,-,-,tomb,vaulted tomb,-,-,"1 large red terracotta gourd painted with concentric black circles [cf. Gasche 1973, group 13, pl. 15, Ville Royale A XV-XIII]",-,-,-,-,-,-,-,-,-,"several unbaked clay heads (we were only able to keep one, almost natural size; it is a woman's head, pl. 9, similar to that of contemporary terracotta figurines)",-,"""Elamite"" date; trench 2 m lower and slightly north of trench made on the border in the previous year to avoid problems with fill threatening the route to Nasseri","Mecquenem 1931: 3, pl. 9 (clay head, photograph after excavation) and 36 (trench plan)","one of the tombs of database ID Sus329-G marked on pl. 36 (trench plan); clay funerary heads are typically Middle Elamite, but the distinctive gourds with brownish-red engobe and concentric painted circles were found in Sukkalmah levels in the Ville Royale A, hence a Sukkalmah date is proposed based on the ceramic finds","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus331,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, near border of mound ",-,-,1,-,-,-,tomb,vaulted tomb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date; trench 2 m lower and slightly north of trench made on the border in the previous year to avoid problems with fill threatening the route to Nasseri","Mecquenem 1931: 3, pl. 36 (trench plan)","one of the tombs of database ID Sus329-G marked on pl. 36 (trench plan); date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus332,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, near border of mound ",-,-,1,-,-,-,tomb,vaulted tomb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date; trench 2 m lower and slightly north of trench made on the border in the previous year to avoid problems with fill threatening the route to Nasseri","Mecquenem 1931: 3, pl. 36 (trench plan)","one of the tombs of database ID Sus329-G marked on pl. 36 (trench plan); date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus333-G,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,-,-,-,-,vessel,"""terracotta"" vessels",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1931: 3,probably coeval with coffins (database IDs Sus334-339) found in same area ,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus334,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,1,-,-,-,coffin,"overturned clay (""terracotta"") coffin",N-S,-,-,-,-,-,-,-,-,-,-,-,-,"in one of the coffins of database IDs Sus334-339: 1 terracotta vessel with a painted-on snake (""20th century"" BCE [18th century in current Middle Chronology]; published in Mecquenem 1934b, fig. 75.8), 1 vessel with incised decoration",-,"Mecquenem 1931: 3, pl. 36 (trench plan); 1934b: 227; Wicks 2024, VR1S7, plan 8","one of 6 overturned terracotta coffins (database IDs Sus334-339) marked on pl. 36 (trench plan); may be amongst the ""Ur III period"" coffins mentioned later by Mecquenem on p. 3 in the context of earlier pits","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus335,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,1,-,-,-,coffin,"overturned clay (""terracotta"") coffin",W-E,-,-,-,-,-,-,-,-,-,-,-,-,"in one of the coffins of database IDs Sus334-339: 1 terracotta vessel with a painted-on snake (""20th century"" BCE [18th century in current Middle Chronology]; published in Mecquenem 1934b, fig. 75.8), 1 vessel with incised decoration",-,"Mecquenem 1931: 3, pl. 36 (trench plan); 1934b: 227; Wicks 2024, VR1S8, plan 8","one of 6 overturned terracotta coffins (database IDs Sus334-339) marked on pl. 36 (trench plan); may be amongst the ""Ur III period"" coffins mentioned later by Mecquenem on p. 3 in the context of earlier pits","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus336,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,1,-,-,-,coffin,"overturned clay (""terracotta"") coffin",W-E,-,-,-,-,-,-,-,-,-,-,-,-,"in one of the coffins of database IDs Sus334-339: 1 terracotta vessel with a painted-on snake (""20th century"" BCE [18th century in current Middle Chronology]; published in Mecquenem 1934b, fig. 75.8), 1 vessel with incised decoration",-,"Mecquenem 1931: 3, pl. 36 (trench plan); 1934b: 227; Wicks 2024, VR1S9, plan 8","one of 6 overturned terracotta coffins (database IDs Sus334-339) marked on pl. 36 (trench plan); may be amongst the ""Ur III period"" coffins mentioned later by Mecquenem on p. 3 in the context of earlier pits","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus337,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,1,-,-,-,coffin,"overturned clay (""terracotta"") coffin",N-S,-,-,-,-,-,-,-,-,-,-,-,-,"in one of the coffins of database IDs Sus334-339: 1 terracotta vessel with a painted-on snake (""20th century"" BCE [18th century in current Middle Chronology]; published in Mecquenem 1934b, fig. 75.8), 1 vessel with incised decoration",-,"Mecquenem 1931: 3, pl. 36 (trench plan); 1934b: 227; Wicks 2024, VR1S10, plan 8","one of 6 overturned terracotta coffins (database IDs Sus334-339) marked on pl. 36 (trench plan); may be amongst the ""Ur III period"" coffins mentioned later by Mecquenem on p. 3 in the context of earlier pits","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus338,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,1,-,-,-,coffin,"overturned clay (""terracotta"") coffin",NW-SE,-,-,-,-,-,-,-,-,-,-,-,-,"in one of the coffins of database IDs Sus334-339: 1 terracotta vessel with a painted-on snake (""20th century"" BCE [18th century in current Middle Chronology]; published in Mecquenem 1934b, fig. 75.8), 1 vessel with incised decoration",-,"Mecquenem 1931: 3, pl. 36 (trench plan); 1934b: 227; Wicks 2024, VR1S11, plan 8","one of 6 overturned terracotta coffins (database IDs Sus334-339) marked on pl. 36 (trench plan); may be amongst the ""Ur III period"" coffins mentioned later by Mecquenem on p. 3 in the context of earlier pits","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus339,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, near border of mound",below vaulted tombs,-,1,-,-,-,coffin,"overturned clay (""terracotta"") coffin",W-E,-,-,-,-,-,-,-,-,-,-,-,-,"in one of the coffins of database IDs Sus334-339: 1 terracotta vessel with a painted-on snake (""20th century"" BCE [18th century in current Middle Chronology]; published in Mecquenem 1934b, fig. 75.8), 1 vessel with incised decoration",-,"Mecquenem 1931: 3, pl. 36 (trench plan); 1934b: 227; Wicks 2024, VR1S12, plan 8","one of 6 overturned terracotta coffins (database IDs Sus334-339) marked on pl. 36 (trench plan); may be amongst the ""Ur III period"" coffins mentioned later by Mecquenem on p. 3 in the context of earlier pits","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus340-G,Shimashki,Susa,-,"Ville Royale sondage 1, near border of mound",around coffins level,-,-,juveniles,-,-,pit,pits,-,-,-,-,-,-,-,-,-,-,-,-,"""children"" with tablets of the king Ebarti (=Shimashki ruler, Ebarat); in Mecquenem 1934b: 220: ""below the sarcophagi, pit tombs contained small votive tablets, with the name of Ebarti""",-,-,Mecquenem 1931: 3; 1934b: 220,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus341-G,late Susa IV/early IVB,Susa,-,"Ville Royale sondage 1, near border of mound",below coffins,-,-,-,-,-,pit (?),[pits?],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1931: 3,"not entirely clear if the ""pits"" were burials: ""we searched in the pits for high vessels with a truncated conical shape and with a foot, some have a slightly higher neck and forming a handle (e.g., pl. 10), which is flat; the outer side is decorated with rough reliefs, depicting an anthropomorphic figure""","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus342-G,early Susa IVA-IVB,Susa,-,"Ville Royale sondage 1, near border of mound",below coffins,-,-,-,-,-,pit,"pits, rectangular, 1 x 2 m; body between two mats; in Mecquenem 1934b: body and grave goods placed between two mats, pit 1 x 1 m, more often 1 x 2 m, which may in fact be ruined unbaked clay vaults, in several cases the pit dug in the underlying ground was perfectly clear; and the walls may have continued like those that G. Lampre excavated at Tepe Aliabad, near Moussian, which were shallow and retained their form of mud-brick vaults with a very low arch, prone to collapse, and had mats below and above the mortuary deposit",-,"extended, lying on side","in 1931: terracotta vessels at the head and along the length of the body: large yellow terracotta pots decorated with a twist on the slope and small protruding appendage below the neck, above all painted vessels (pl. 11), bowls, bottles, kraters, sometimes with circular reliefs and pierced lugs, long vessels with conical base, painted in monochrome or more often polychrome (black and red ""fugitive paint""); in the previous level there were a few bowls with red engobe and designs of broken lines, but here decorated pottery is the rule, often geometric, but also birds, eagles, ducks, fish (Susa II style, but in a particular phase that we call Susa II bis without being sure it is later); in 1934b: a ""lower stage"" of these pit burials with the same layout has ""distinctly different"" pottery (main types in fig. 60.1-18), now mainly painted (large pots with ochre bands, craters with polychrome, black and red decoration, bowls, goblets and bottles; the fugitive color often remains imprinted on the earth), vessels with upwards pointed cylindrical spouts, round body with numerous parallel grooves, a small bottle with handle",-,"in 1931: copper vessels (pl. 14), of skillful shapes: flasks, basins, pots, sometimes large, with a very long open spout (e.g., pl. 12, labelled ""27th century""); in 1934b: copper/bronze a strainer (55.34); goblets and cups (55.35), and a ""lower stage"" of these pit burials with the same layout had vessels with long open spouts, pots with rounded belly, ""begging bowls""","in 1931: simple aragonite and gypsum tapered bowls; 1934b: probably from these burials are: a few stone vessels (e.g. fig. 55.24); in 1934b: a ""lower stage"" of these pit burials with the same layout, numerous stone vessels, generally gypsum and aragonite bowls (fig. 60.26)","in 1931: necklaces of clay beads, semi-precious stones, quartz, carnelian and highly oxidized silver bracelets; in 1934b: a ""lower stage"" of these pit burials with the same layout: necklaces made of beads of stone, lapis, carnelian, lime paste, sometimes gilded; silver represented only by a clasp",in 1934b: probably from these burials are: pins with lapis bead head (55.26),"in 1931: arrows, javelins, socketed axes (pl. 17), ""shields"" (pl. 16 bottom) (in fact wheels); in 1934b: probably from these burials are axes with fused sockets (55.28); tanged daggers (55.30); crescent blades found in pairs (55.31); spear point with square section (55.32); socked javelin point (55.33); in 1934b: a ""lower stage"" of these pit burials with the same layout: axes with long sockets, spearheads, javelins, arrows, ""shields"" [wheels] ","in 1934b: probably from these burials, celt or chisel (55.29)","in 1931: cylinder seals; in 1934b: a ""lower stage"" of these pit burials with the same layout: cylinder seals rarer than in preceding layer, and are made in shell (e.g., fig. 63.1 [actually proto-Elamite; 63.2-3, Amiet 1972, nos. 1608 and 1457, dated Early Dynastic IIIb-Akkadian in Mesopotamian chronology, are from the ""previous level""]), soft stone and aragonite, some have floral or eye-like decorations",-,"toiletry utensils, in 1931: 4 toiletry utensils ending in a point, a flattened or hollow palette, or small tweezers, joined by a ring and inserted in small copper/bronze cones made of a thin sheet rolled up and ending in a small ball; 1934b: probably from these burials are small toilet cases (55.27)",-,"Mecquenem 1931b: 338: [in a discussion of similar pit burials of Ville Royale sondage 2] ""shields"" found ""on another site"" (i.e., this Ville Royale 1 sondage 1) with burials with painted pottery and bodies in the same disposition and with the same furniture ","Mecquenem 1931: 3-4, pls. 11 (painted vessel), 12 (copper/bronze vessel with spout), 14 (copper/bronze vessels of typical ca. 2000 BCE forms but labelled ""25th century"" [ca. 23rd century BCE in current Middle Chronology]), 13 (copper/bronze mirrors), 16 bottom (wagon wheel) and 17 (axes); 1931b: 338; 1934b: 211-213, 215-18, fig. 55","may be a continuation of a description of ""pits"" with the tall, footed vessels with figurine handles; seems to be two levels of pits since: ""the weapons, stone and metal vessels are the same as those in the upper pits, but the ceramics are very different""; in fact, there was probably a broad range of periods, since some grave goods seem to be at least very early Susa IVA, some are captioned as 25th and 27th century, and pl. XIV is labelled 25th century, but the vessels look like closer to ca. 2000 BCE forms; Mecquenem 1934b: fig. 62 shows copper/bronze objects of the period, but not certainly from these burials)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
